id,time,key
杜*,2020/5/10 下午10:15:15,应答曲线 正答 集团应答 教学过程 应答学生 曲线上升 图中 答曲线 学生应答 设问完成 题目设计 说明学生 教师设问 应答时刻 正确应答 时间变化 应答率 以致于学生 判断有误 反映教学效果 反馈方式中 含义类同 学生都进行 应答应答 应答百分率 形状类别 截止应答 教学效果集团 方式中很难 无应答时间 时刻时间轴 曲线含义 曲线形状 曲线课堂教学 曲线随之 最早给出 有误作出 横坐标代表 特性曲线 百分率会
胡*灵,2020/5/10 下午11:10:24,应答情况 集团应答 应答曲线 说明问题 团体应答 学习者团体 学习者集团 异质团体 所花时间 指数快速增长 教学内容学生 教师课堂教学 方法所花 曲线学习者 曲线应答 符合教学内容 课堂教学情况 较难带有 难易程度 题目难易 带有综合性 曲线呈 出现异质 应答人数 出现断层 起始阶段 问题较难 阶段缓慢 差异较大 呈指数 快速增多 常见集团 人数快速 出题目 理解集团 时间差异 比较符合 解决方法 能够反映 学习能力
胡*灵,2020/5/10 下午11:22:29,应答时间 问题难易 教师能力 实习教师 时间分配 相对应答 应答率 难易程度 中的集团 优秀教师问题 优秀教师集中 应答分布图 应答曲线 无应答时间 时间无应答 过程中的 通过观察课堂 反差实习 出现平顶 学生应答 曲线群 有效应答 难度较小 较为分散 集团应答 形成反差 经验较少 利用率高 曲线出现 课堂过程 难度更大 难度较大 下图中 时间利用率 相对相对 教师相对 难以控 分配完全 程度变 学生思考
马*倩,2020/5/10 下午11:29:16,应答曲线 应答时间 学生集体 应答率 率某种程度 正答 教学过程 问题应该 某种程度反映 应该分配 时间控制 答率 率应答 不加判断 不同时长 分配较短 反映给定 截止应答 教学效果状态 时长应答 曲线应答 相同应答 程度不加 给出问题 给定问题 课堂参与度 较短应答 较长应答 难易程度 集体学习效果 预期教学效果 预期应答 实际应答 分配较长 曲线教师 思考截止 集体课堂 问题难易 难度较低 曲线实际
汪*,2020/5/14 下午12:24:32,学生应答 分布型 教学过程 集团应答 应答曲线 分段分布 学生给出 并能提供 应答应答 异质团体 形状类别 指数分布型 曲线形状 正则分布 特性曲线 给出应答 给定问题 表明给定 解题方法 可能异质 应答率 不同解题 给予应答 类别教学 曲线理解 应答数据 过多思考 变化曲线 应答学生 曲线集团 进行应答 答率 曲线学生 应答时间 很好描述 时间推移 展开教学 缓慢增加 正答 学生缓慢
汪*,2020/5/14 下午12:35:47,应答时间 时间分配 应答曲线 学生应答 表明问题 问题时间 过程中 给予应答 问题难易 课题左右 问题之后 难易程度 优秀教师提问 优秀教师教学 分段分布 尽量避免学生 指数分布表明 提前结束问题 提问时会 教学内容学生 教学效果较好 教师教学效果 无应答时间 时会问题 曲线指数分布 曲线第一段 段是另学生 程度合理安排 符合教学内容 较好教学效果 较难综合性 问题提前结束 问题无应答 相对应答 第一段能力 应答率 集团应答 过多思考 思考难度 复杂课题
刘*林,2020/6/14 下午5:29:57,集团应答 应答率 应答曲线 型起始 分布型 答率 特性曲线 应答结束 凹形状 分段分布 呈凹 应答应答 应答特性 应答累积 形状分段 急骤上升 指数分布型 曲线应答 曲线纵轴 横轴表示 正则分布 端急骤 类型指数分布 起始端 饱和正则 纵轴表示 最终应答 较为缓慢 应答数据 应答过程 包含类型 知道应答 起始部分 学生应答 型曲线 曲线明显 时间应答 曲线看到 正答 上升较为
汪*池,2020/6/23 下午4:28:57,应答曲线 学生应答 集团应答 分布型 教学中 分段分布 指数分布型 正则分布 判断预设 型正则 应答应答 曲线图指数分布 特性曲线 预设应答 应答率 教师预先 曲线一致 设计应答 预先设计 应答数据 型分段 变化曲线 曲线集团 答率 曲线学生 应答时间 修改教学 正答 教学改善 实际教学 时间特性 数据收集 包括类型 收集处理 集团班 教育教学 率正 班学生 改善设计 率时间
李*格,2020/5/15 下午1:37:27,差异系数 曲线曲线 系数意义 学生问题 应引起 注意系数 上传通常 不一致性进行 学习课外练习 引起特别注意 曲线不一致性 正在上传 系数差异 曲线一致 系数测试 理论定义 意义曲线 较好质 系数以下 用作学习 系数左右 测试差异 练习训练 定义实际 系数超过 有所差异 一致表 训练课程 方法差异 差异量 计算方法 测试目的 通常情况下 具有较好 课程学习 质性 一致程度 实际计算 完全一致 学习测试
李*格,2020/5/15 下午1:41:19,正答 问题正 序列序列 一维序列 可用多维 多维方法 简单一维 箭头连接 难度排序 排序一致 序列组成 率排序 不能箭头 间顺序 答率 理解差异 不一定正 基本模型 顺序关系 观察不到 表基本 答问题 仅反映 图简单 反映学生 问题理解 之间不能 问题间 表中 方法进行 中观察 反映问题 不到问题 没有反映 学生问题 图中 进行表示
周*茜,2020/5/15 下午3:50:16,问题是否 理解掌握 反应模式 学生问题 曲线曲线 注意系数 差异系数 测试问题 系数用于 程度参数 得分模式 是否充分 表中 曲线不一致性 用于作 不一致性实际 不一致性进行 个数少时 中的是非 出现随机性 判分是否 变量反应 基准值实际 太大参考价值 就越不好 差异异质 应由教师 异质程度 描述变量 教师应引起 注基准值 系数曲线 系数越高 越高就越 问题中的 问题基础知识 随机性推测 理论公式 公式计算 系数描述
向*,2020/5/15 下午5:14:29,注意系数 得分模式 应引起 表中 学生问题 曲线曲线 曲线不一致性 差异系数 不一致性实际 不一致性进行 分析教学效果 定量测度 引起特别注意 教学情况分析 教学效果改善 计算查表 做出定量 参数计算 测量表 系数用于 系数意义 较好质 含义完全 反映曲线 公式学生 系数注意 系数比较 系数超过 实际测量 重要参数 一致表 情况下差异 引入注意 学生得分 具有较好 质性 系数问题 中曲线 完全一致 问题得分
向*,2020/5/15 下午5:19:33,正答 学生问题 一维序列 仅限于间 图一维 多维方法 定是正 排序仅限于 难度排序 排序一致 序列组成 率排序 所示图 答不一定 表模型 理解差异 图序列 间顺序 答率 具有顺序 不一定正 顺序关系 间题 观察不到 题正 方法予以 不能连接 分析下去 同样方法 图表 问题理解 不同反映 反映不同 图得到 得到图 问题难度 反映学生 之间不能 不同学生 予以表示
王*向,2020/5/15 下午5:37:46,曲线曲线 学生问题 差异系数 系数表示 注意系数 应引起 系数超过 正答 反应模式 表中 曲线不一致性 差异量 变量协方差 基准变量 不一致性实际 不一致性进行 习作课外练习 协方差实际 应由教师 引起特别注意 曲线包围 课程习作 公式计算 系数差异 曲线一致 模式基准 测量表 量曲线 较好质 答率 系数以下 用作学习 系数左右 系数完全 计算差异 练习训练 包围面积 系数不同 实际测量 一致表
王*向,2020/5/15 下午5:52:21,正答 问题难度 可用多维 多维方法 探究出问题 给出图表 老师给出 难度相关性 难度排序 之间相关性 排序一致 率排序 间顺序 答率 理解差异 顺序关系 未能反映 仅仅反映 答关系 通常分析 观察不到 图通常 答问题 反映正 反映学生 课中 问题理解 问题间 问题正 表中 方法进行 中观察 不到问题 分析问题 问题之间 学生问题 中老师 图中 进行表示
施*,2020/5/15 下午6:57:18,学生问题 差异系数 曲线曲线 反应模式 系数超过 问题学生 正答 学生反应 表中 曲线不一致性 注意系数 答率 差异量 应引起 不一致性实际 不一致性进行 习作课外练习 参数含义 基准变量 定量描述 异质程度 引起特别注意 总分基准 模式异质 系数定量 课程习作 系数值 变量实际 系数测试 表总面积 偏离程度 标准化差异 测量表 系数值 测试题目 曲线间 之间偏离 量化指标 系数意义 量曲线
施*,2020/5/15 下午6:59:46,问题间 顺序系数 问题问题 表示问题 矩阵相应 不应箭头 分表如图所示 如图所示问题 构成关联矩阵 箭头连接 系数顺序 记入箭头 设定阈值 问题分表 间记入 对应元素 程度排序 间顺序 量化指标 间关联 关联结构 指标顺序 顺序性 予以连接 答率 顺序关系 地方置 正答 图设定 系数表示 理解程度 方向构成 相应地方 率低 问题顺序 形成构成 性成立 通常图 分析法 分析结构
裴*旭,2020/5/16 上午10:20:38,曲线曲线 注意系数 异质程度 曲线夹 系数曲线 理论公式 差异系数 曲线一致 问题异质 方法曲线 公式学生 系数反映 面积总面积 夹面积 差异量 计算方法 量计算 一致程度 系数问题 学生注意 反映学生 问题注意 学生问题
裴*旭,2020/5/16 上午10:22:15,正答 问题之间 表示问题 顺序系数 答率 顺序关系 答问题 表示正 问题正 分表研究 制作分表 得到矩阵 系数值 系数制作 计算顺序 错答 图纵向 表计算 之间顺序 纵向表示 值化 以此反映 下方表示 率低 问题顺序 上方表示 表不能 不能计算 进行连接 答表示 基本思想 化处理 率高 计算出 问题错 之间相关 处理得到 相关关系 思想问题 反映问题
林*如,2020/5/17 下午9:35:05,得分模式 曲线曲线 曲线不一致性 注意系数 表中 差异系数 不一致性实际 不一致性进行 基准变量 定量测度 异质反应 总分基准 变量实际 学生异质 作出定量 曲线一致 测量表 系数用于 实际测量 重要参数 一致表 学生总分 学生得分 计算方法 标准化学生 表示曲线 反应模式 问题总分 中曲线 实际计算 完全一致 问题得分 模式作出 计算学生 进行标准化 一致重要 方法学生 学生注意 用于表示 模式问题
林*如,2020/5/17 下午9:38:16,正答 学生问题 关联结构 发现模式 问题项目 上图表 仅限于问题 以图表示 分析法学生 图基本原理 基本原理理解 得到上图 排序仅限于 结构分析法 给出问题 通常以图 间相互关系 难度排序 排序一致 率排序 答不一定 程度排序 表模型 弥补表 理解差异 间关联 程度弥补 答率 具有顺序 理解表 不一定正 答正 表分析 项目关联 理解程度 不能连接 分析下去 模型问题 同样方法 分析不足
郭*,2020/5/18 下午3:50:07,注意系数 曲线曲线 差异系数 得分模式 学生得分 变量模式 系数用于 答率 制作表 表中 重要参数 差异量 正答 完全表 实际计算 模式注意 中曲线 曲线不一致性 上述情况作出 不一致性进行 中的分布 之间中间状态 分析教学效果 变亮模式 完全变亮 定量测度 总面积比来 教学情况分析 教学效果改善 曲线完全一致 查表方式 模式上述情况 比值差异 比来表示 测量曲线 系数变量 系数计算公式 表中的 计算查表 计算公式理论
郭*,2020/5/18 下午4:05:00,正答 图图 序列序列 模型图 所示图 图得到 学生问题 一维序列 下图所示 下图表 仅限于问题 图一维 多维方法 排序仅限于 箭头连接 难度排序 排序一致 序列组成 率排序 不能箭头 图所示 答不一定 表模型 理解差异 图序列 间顺序 答率 中多维 具有顺序 不一定正 顺序关系 答正 观察不到 方法予以 分析下去 模型问题 同样方法 不同反应 反应不同 反应学生
尹*华,2020/5/18 下午5:56:51,曲线曲线 注意系数 差异系数 正答 问题正 正答数 计算方法 位于曲线 表示学生 答数之和 曲线左侧 不一致性衡量标准 取值范围 异质反应 曲线不一致性 曲线右侧 曲线相一致 相一致程度 系数衡量 衡量曲线 学生异质 曲线差异 系数差异 曲线一致 得分模式 系数越 答率 系数注意 系数之间 学生得分 代表曲线 一致表 学生总分 差异越 方法差异 差异量 大于应 衡量学生 方法相似 左侧问题
尹*华,2020/5/18 下午6:46:16,问题之间 顺序系数 顺序关联 称为等价 等价关联 系数绘制 系数反应 称为顺序 认定顺序 绘制成 之间顺序 顺序性 之间难度 难度关系 性成立 反应问题 图问题
周*,2020/5/18 下午10:19:23,表示曲线 异质反应 分析值 引起特别注意 方法查表 方法计算公式 曲线夹 曲线曲线 用作练习 等值性 系数较小 计算公式理论上 课堂习作 较好等值 学生异质 差异系数 曲线一致 问题异质 理论上实际上 注意系数 运用个体 说明测验 用作学习 训练课堂 面积总面积 夹面积 练习训练 实际上值 个体分析 方法差异 差异量 较小比较 反应模式 运用整体 值考虑 计算方法 一致程度 测验问题 学习测试 方法方法
周*,2020/5/18 下午10:22:53,顺序系数 问题间 问题之间 顺序性 不能给出 中的问题 之间相互关系 低高进行 关系计算公式 关联绘制 写出矩阵 原理提取 相互关系提出 系数大于 给出问题 表中的 视作顺序 计算公式问题 高进行分析 大于等于 系数值 对应顺序 提取表 计算对应 间顺序 答率 关联结构 系数研究 之间关联 研究任意 绘制出 顺序关系 值化 正答 项目关联 任意问题 率低 解决表 问题顺序 没有顺序
夏*,2020/5/18 下午11:14:22,曲线曲线 系数表示 差异系数 注意系数 应引起 反应模式 平均正 学生问题 变量协方差 基准变量 协方差实际 引起特别注意 曲线围成 围成面积 曲线一致 模式基准 表总面积 量曲线 程度参数 较好质 答率 系数平均 系数以下 系数完全 计算差异 系数超过 正答 差异量 通常情况下 具有较好 面积表 质性 表示曲线 一致程度 实际计算 完全反应 率平均 实际反应 引起考虑 引起注意
夏*,2020/5/18 下午11:37:17,顺序系数 交换排列 得分数据 问题间 答率 关联结构 正答 进行连接 不能给出 以图表示 低分在后 得分数据表 得到矩阵 数据表顺序排列 整列交换 整行交换 相互关系局限 矩阵数据 答对人数 箭头线 系数阈值 结构分析方法 给出问题 给定阈值 通常以图 间相互关系 顺序答对 顺序高分 高分前 带箭头 前低分 顺序得分 得出顺序 交换顺序 得出交换 程序排序 系数表 问题特异性 计算顺序 认定顺序
冯*娜,2020/5/19 上午11:19:30,曲线曲线 系数意义 得分模式 差异系数 包含面积 正答 表示曲线 注意系数 答率 计算方法 应引起 定量测度 引起特别注意 曲线不一致性 查表方式 比值差异 测度计算 计算查表 曲线包含 曲线一致 描述曲线 表总面积 作出定量 系数测试 课程练习 曲线间 方法曲线 系数用于 较好质 用作学习 意义差异 系数实际 练习训练 差异量 系数学生 重要参数 训练课程 面积表 间包含 一致程度
冯*娜,2020/5/19 上午11:36:05,顺序系数 答率 表示问题 图专用纸 正答 问题正 错误回答 率低 问题间 关联结构 项目顺序 进行连接 正确回答 回答问题 专用纸相应 率填入 专用纸纵向 以图表示 依次类推 图基本原理 基本原理分析 步骤绘画 矩阵数据 箭头线 绘画分表 通常以图 错误个数 带箭头 系数表 填入图 矩阵项目 出矩阵 程度排序 相应栏目 问题个数 计算顺序 矩阵中 间关联 栏目处 间连接
邓*,2020/5/19 上午11:55:34,关联结构 正答 问题项目 学生问题 正确学生 结构分析 问题正 不能给出 以图表示 依次减低 答对题目 给出问题 词头组合 通常以图 间相互关系 表可知 学生答对 答重复 完全重合 连线即可 问题特异性 程度排序 难度依次 答率 率放置 问题序列 放置位置 回答正确 间关联 称之为图 答完全 对应正 项目关联 理解程度 再对应 分析法 表指出 实际应用 所谓分析 即可完成
张*萱,2020/5/19 下午12:58:43,注意系数 曲线曲线 差异系数 系数计算 系数意义 测试情况 学生问题 应引起 答率 反应模式 表中 曲线不一致性 模式基准 差异量 一正答 不一致性实际 不一致性进行 协方差完全 变量协方差 基准变量 应由教师 引起特别注意 曲线包围 率一正 量协方差 曲线一致 表总面积 测量表 量曲线 基准量 系数实际 计算差异 包围面积 系数超过 情况多样性 系数应该 实际测量 重要参数 一致表 系数要求
张*萱,2020/5/19 下午1:01:18,学生问题 序列序列 问题间 关联结构 进行分析 一维序列 仅限于问题 以图表示 图一维 图给出 多维方法 排序仅限于 通常以图 难度排序 排序一致 序列组成 率排序 所示图 程度排序 表模型 正答 理解差异 图序列 间顺序 间关联 答率 称之为图 顺序关系 观察不到 方法予以 理解程度 不能连接 分析下去 同样方法 问题关联 分析法 分析结构 结构分析 问题理解 不同反映
唐*,2020/5/19 下午5:24:05,学生问题 系数表示 曲线曲线 应引起 表中 曲线不一致性 注意系数 不一致性实际 不一致性进行 应由教师 引起特别注意 公式计算 差异系数 曲线一致 测量表 系数超过 实际测量 一致表 判断解释 表示曲线 计算注意 一致程度 中曲线 完全一致 引起考虑 进行标准化 引起注意 对象学生 存在正常 进行判断 是否存在 超过学生 正常情况 教师进行 问题应 问题是否 表示学生
唐*,2020/5/19 下午5:32:21,多维方法 形成关联矩阵 顺序系数 程度排序 系数形成 间关联 答率 关联结构 只能注意到 正答 表只能 理解程度 之间相互 相互联系 问题层次 分析法 分析结构 结构分析 不能观察 注意到问题 观察问题 分析学生 问题理解 问题间 结构进行 方法表示 进行分析 问题之间 问题正 学生问题 图中 表示问题
袁*宁,2020/5/20 下午12:09:11,曲线曲线 系数指 反应模式 计算方法 中的曲线 参考系数 变量反应 指变量 曲线夹 程度参考系 表中的 差异系数 参考系数 计算捕获 曲线一致 量曲线 答率 注意系数 曲线之间 面积总面积 夹面积 差异量 学生捕获 正答 一致表 理论计算 方法差异 差异程度 程度参考 之间差异 方法理论 问题捕获 一致行 一致程度 实际计算 完全一致 完全反应 之间一致 率正 模式完全
周*茜,2020/5/20 下午1:53:00,书上表 总分百分比 百分比行 具体答题 答题情况 进行排序 问题总分 上面具体 总分进行 行感觉 感觉太 情况一致 正常是否 是否应该 表中 应该问题
郑*雅,2020/5/21 上午11:45:51,总分排序 问题总分 表应该 应该问题
刘*凡,2020/5/24 下午5:44:23,低排序 应该总分 总分高 高低
吴*凡,2020/5/20 下午5:49:57,曲线曲线 得分模式 注意系数 学生得分 变量模式 差异系数 正答 完全表 实际计算 模式注意 中曲线 答率 制作表 表中 曲线不一致性 上述情况作出 不一致性进行 中的分布 之间中间状态 变亮模式 完全变亮 定量测度 总面积比来 曲线完全一致 查表方式 模式上述情况 比来表示 测量曲线 系数变量 表中的 计算查表 分布均匀 描述曲线 系数描述 作出定量 曲线街 曲线一致 表总面积 理论定义 街包围
吴*凡,2020/5/20 下午5:55:25,正答 图图 序列序列 所示图 模型图 图得到 学生问题 一维序列 下图所示 下图表 仅限于问题 图一维 多维方法 排序仅限于 箭头连接 难度排序 排序一致 序列组成 率排序 不能箭头 图所示 答不一定 图下图 表模型 理解差异 图序列 间顺序 答率 中多维 具有顺序 不一定正 顺序关系 答正 观察不到 方法予以 分析下去 同样方法 不同反应 反应不同 反应学生
袁*宁,2020/5/21 上午9:35:54,之间顺序 题目之间 计算出 顺序系数 顺序关系 分表顺序 列出矩阵 生成矩阵 阈值设为 系数计算 完善扩展 相互独立 说明题目 计算计算 大于关系 题之间 表完善 出题目 时间顺序 题目时间 是否相互 图表 出题 之间是否 问题成立 问题问题
汪*,2020/5/21 上午10:30:49,学生问题 差异系数 系数意义 得分模式 系数表示 曲线曲线 注意系数 应引起 系数超过 意义差异 表中 曲线不一致性 计算方法 不一致性实际 不一致性进行 习作课外练习 定量测度 应由教师 引起特别注意 课程习作 理论公式 做出定量 曲线一致 测量表 较好质 系数以下 用作学习 系数左右 练习训练 系数不同 实际测量 一致表 训练课程 引入注意 目的测试 学生得分 判断解释 方法理论 仔细分析 质性
汪*,2020/5/21 上午10:40:26,问题间 图基本原理 基本原理分析 多维方法 形成关联矩阵 顺序系数 程度排序 相互关联 系数形成 间关联 答率 关联结构 关系直观 试说明 只能注意到 正答 关联关系 间相互 表只能 直观表示 理解程度 之间相互 相互联系 问题层次 分析结构 结构分析 不能观察 注意到问题 说明图 观察问题 分析学生 问题理解 反映出 结构进行 方法表示 进行分析 问题之间 问题正 学生问题 出问题
刘*佳,2020/5/21 上午11:16:46,曲线曲线 得分模式 差异量 表中 曲线不一致性 注意系数 应引起 不一致性实际 不一致性进行 取值以下 取值应 取值应该 定量测度 引起特别注意 曲线夹 测度理论 用作练习 系数小些 课堂习作 较好等值 参数差异 差异系数 做出定量 曲线一致 理论定义 量曲线 说明测验 用作学习 训练课堂 面积总面积 夹面积 练习训练 总面积完全 系数学生 重要参数 一致表 学生得分 直接差异 表示曲线 实际表
李*秀,2020/5/21 上午11:24:28,曲线曲线 系数表示 表中 应引起 曲线不一致性 注意系数 差异量 计算方法 不一致性实际 不一致性进行 取值学生 引起特别注意 曲线夹 系数小些 量取值 差异系数 曲线一致 理论定义 利用公式 定义图片 面积总面积 夹面积 答率 一致表 正答 直接差异 方法理论 表示曲线 实际表 一致程度 中曲线 实际计算 完全一致 程度指标 图片注意 图片实际 引起考虑 进行标准化 引起注意 方法直接
郑*雅,2020/5/21 上午11:26:34,学生问题 问题是否 差异系数 注意系数 变量模式 位于曲线 测试问题 得分模式 系数超过 得分完全 问题得分 应该引起 中的是非 习作训练 出现随机性 完全变量 引起特别注意 曲线上端 曲线下端 曲线不一致性 曲线左侧 曲线曲线 系数变量 计算公式差异 详细分析学生 课程习作 进行详细分析 问题中的 随机性推测 右侧得分 较好质 系数以下 系数注意 用作学习 明确恰当 练习训练 相应差异 系数左右 系数学生 训练课程
刘*佳,2020/5/21 上午11:28:35,问题回答 学生问题 正确回答者 仅限于问题 回答者简单 多维方法 排序仅限于 最简单排序 答对人数 排序一致 率排序 问题答对 理解差异 间顺序 答率 回答错 难度一致 人数相同 顺序关系 回答正确 正答 观察不到 回答问 不能回答 不一定问题 问题正确 反应学生 回答问题 问题理解 不同反映 反映不同 问题难度 难度问题 继续分析 相应问题 存在存在 没有反应 不同学生 简单问题 问题间
刘*凡,2020/5/24 下午5:43:01,图清晰 间关系 清晰表示 问题间 出问题 表示出
郑*雅,2020/5/21 上午11:29:18,学生问题 图反映 反映出 下图表 结构分析方法 率排序 程度排序 理解差异 关联结构 答率 右边图 明显看出 正答 看出不同 问题关联 理解程度 表不能 分析结构 问题理解 项目理解 分析学生 不能反映 不同学生 出学生 结构进行 反映问题 进行分析 问题正 图表示 问题项目 图中 表示问题
李*秀,2020/5/21 下午12:07:36,答对人数 难度答对 问题难易 难易进行 表改进 之间关联 教学评价 进行排序 能够反应 图表 全面考察 反应出 问题难度 人数问题 评价进行 更全面 问题之间 进行更 出问题
冀*,2020/5/22 上午10:23:54,曲线曲线 得分模式 注意系数 学生得分 变量模式 差异系数 正答 完全表 实际计算 模式注意 中曲线 答率 制作表 表中 曲线不一致性 上述情况作出 不一致性进行 中的分布 之间中间状态 变亮模式 完全变亮 定量测度 总面积比来 曲线完全一致 查表方式 模式上述情况 比来表示 测量曲线 系数变量 表中的 计算查表 分布均匀 描述曲线 系数描述 作出定量 曲线街 曲线一致 表总面积 理论定义 街包围
冀*,2020/5/22 上午10:40:19,正答 图图 序列序列 所示图 模型图 图得到 学生问题 一维序列 下图所示 下图表 仅限于问题 图一维 多维方法 排序仅限于 箭头连接 难度排序 排序一致 序列组成 率排序 不能箭头 图所示 差异模型 答不一定 图下图 表模型 理解差异 图序列 间顺序 答率 中多维 具有顺序 不一定正 顺序关系 答正 观察不到 方法予以 分析下去 同样方法 不同反应 反应不同
马*茹,2020/5/22 下午3:57:30,得分模式 表中 曲线不一致性 差异系数 注意系数 曲线曲线 不一致性实际 不一致性进行 分析教学效果 定量测度 教学情况分析 教学效果改善 做出定量 参数计算 测量表 系数用于 系数注意 系数完全 实际测量 系数学生 重要参数 一致表 学生得分 中曲线 完全一致 问题得分 用于分析 进行标准化 改善提供 情况做出 模式情况 分析重要 模式问题 提供重要 重要信息
马*茹,2020/5/22 下午4:06:01,注意系数 系数意义 差异量 问题回答 顺序系数 问题之间 曲线不一致性 正确回答者 曲线曲线 正答 表中 顺序关联 不一致性实际 不一致性进行 关联矩阵表示 原理顺序 回答者简单 图基本原理 定量描述 建立分表 异质程度 形成关联矩阵 曲线夹 曲线重合 模式异质 称为等价 等价关联 系数绘制 重合理想 差异系数 意义定量 系数试 等于差异 系数反应 称为顺序 认定顺序 答率 之间顺序 面积总面积 夹面积
胡*佳,2020/5/22 下午11:01:24,注意系数 反应模式 曲线曲线 差异量 系数取值 正答 取值讨论 曲线不一致性 差异系数 系数学生 变量协方差 基准变量 不一致性实际 不一致性进行 习作取值 以下方式求 协方差完全 取值以下 取值应 取值应该 异质反应 引起特别注意 方式求注意 用作练习 等值性 系数小些 计算公式差异 计算公式注意 讨论取值 讨论相对来说 课堂习作 较好等值 学生异质 曲线一致 模式基准 说明测验 答率 系数注意 用作学习 训练课堂
胡*佳,2020/5/22 下午11:02:34,关联结构 程度排序 间关联 项目关联 理解程度 结构分析 分析最终 项目理解 最终形成 问题间 结构进行 进行分析 图项目 学生问题 问题项目
菅*琳,2020/5/23 下午5:31:26,差异系数 曲线曲线 差异量 注意系数 系数意义 反映模式 得分模式 正答 取值应该 曲线不一致性 引起注意 表中 变量协方差 基准变量 不一致性实际 不一致性进行 协方差完全 取值以下 取值学生 大于着重 定量测度 实际计算公式 异质反映 意义取值 曲线夹 最小值 用作练习 等值性 系数定义 课堂习作 较好等值 重最小 量取值 学生异质 练习课堂 系数差异 小于较好 做出定量 总面积差异 定义差异
菅*琳,2020/5/23 下午6:11:51,顺序系数 问题难度 学生思考问题 思考问题顺序 成分表 等价关联 箭头展示 系数大于 难度相关性 顺序顺序 系数展示 弥补表 理解顺序 答率 中箭头 绘制成 之间关联 率相同 表不足 正答 通常分析 难度学生 图通常 关联表示 展示学生 体现出 实际上没有 学生正 认为成立 问题理解 没有体现 找到问题 分析问题 问题之间 出学生 学生问题
张*璟,2020/5/23 下午7:17:47,曲线曲线 系数意义 学生试题 评价学生 出现较多 曲线不一致性 差异系数 注意系数 差异量 不一致性实际 不一致性进行 个别辅导教学 中的问题 产生负面影响 取值以下 取值应 取值应该 取值讨论 右方较多 定量给出 尽可能减少评价 左方较多 开展个别辅导 曲线夹 率取值 用作练习 等值性 系数定量 线左方 给出学生 讨论取值 试题中的 试题稳定性 课堂习作 较多右方 较好等值 教学试题 较多下方 测试试题 曲线一致
张*璟,2020/5/23 下午7:42:41,问题间 顺序系数 问题项目 正答 间顺序 答率 图构成 相应栏目 关联结构 问题群 完成图 箭头总是 连接问题 项目间 低高 表中 率低 顺序关系 箭头连接 阈值设定 以图表示 分表计算 制作矩阵 单项序列化 图基本原理 多维方法 序列化问题 易于判定 构成关联矩阵 正相关性 率填入 用纸相应 相关性单项 相关系数通常 相关系数高于 矩阵顺序 系数阈值 考虑相关性 通常以图 通常阈值
胡*灵,2020/5/23 下午9:05:22,注意系数 曲线曲线 答对模式 得分模式 差异系数 等值性 正答 反应模式 系数差异 差异量 测验问题 取值左右 变量协方差 基准变量 不一致性进行 不具备等值 协方差完全 取值以下 引起特别注意 曲线不一致性 曲线夹 模式答对 用作练习 相对来说注意 系数取值 系数表征 课堂习作 较好等值 表征学生 系数计算 模式基准 问题答对 模式参数 量曲线 曲线程度 说明测验 答率 用作学习 实际曲线 训练课堂
胡*灵,2020/5/23 下午9:28:44,顺序系数 问题之间 曲线相同 中学生得分 中的问题 之间等价关系 图中的 等价关联 答对模式 箭头指向 系数大于 系数太小 问题最难 表示等价 关联顺序 顺序关联 大于等于 等于顺序 表曲线 表中学生 反应题目 问题答对 箭头表示 关联结构 系数成立 题目之间 之间关联 得分模式 间关联 系数决定 相互独立 存在顺序 顺序关系 之间相互 顶层问题 独立存在 指向表示 表示顺序 同样成立 图反应
冯*珂,2020/5/23 下午11:06:31,测试问题 曲线曲线 系数小于 问题是否 学生问题 差异系数 应引起 注意系数 计算方法 表示学生 不一致性进行 中的是非 准变量 出现随机性 判分是否 变量反应 学习课外练习 引起特别注意 描述变量 曲线不一致性 查表方式 系数大于 系数计算公式 计算公式实际 问题中的 随机性推测 总分准 曲线一致 系数测试 程度参数 反应魔术 较好质 用作学习 系数左右 测试差异 明确恰当 练习训练 魔术之间 有所差异 重要参数
周*,2020/5/23 下午11:24:07,变量模式 测试情况 曲线曲线 得分模式 得分完全 差异系数 表中 位于曲线 曲线不一致性 注意系数 问题得分 不一致性实际 不一致性进行 取值以下 取值应 取值应该 完全变量 曲线上端 曲线下端 曲线左侧 用作练习 等值性 系数变量 课堂习作 较好等值 右侧得分 曲线一致 测量表 系数用于 说明测验 用作学习 训练课堂 练习训练 情况多样性 系数应该 实际测量 系数学生 重要参数 一致表 模式差异
周*,2020/5/23 下午11:40:30,之间顺序 题目之间 计算出 顺序系数 顺序关系 分表顺序 列出矩阵 生成矩阵 阈值设为 系数计算 完善扩展 相互独立 说明题目 计算计算 大于关系 题之间 表完善 出题目 时间顺序 题目时间 是否相互 图表 出题 之间是否 问题成立 问题问题
冯*珂,2020/5/23 下午11:48:15,关联结构 顺序系数 填入图 答率 问题间 学生问题 正答 结构分析 不应箭头 以图表示 关联矩阵矩阵 关联矩阵表 分表变形 多维方法 构成关联矩阵 查询关联矩阵 率填入 矩阵计算 箭头箭头 箭头连接 系数绘制 表矩阵 记入箭头 通常以图 间记入 系数表 对应元素 程度排序 图用纸 相应栏目 计算顺序 箭头进行 顺序查询 问题填入 纸相应 间关联 予以连接 理解差异 地方置于 绘制图
